,Наименование / ФИО,ИНН,Адрес,Чистая прибыль (2400),Чистая прибыль прошлый год (2400),Налоги (2410),Проценты (2330),Амортизация (расчетная),EBITDA,Статус
415,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ФИРМА ДАГСТРОЙ """,541016128,"367013, Дагестан Респ, г Махачкала, пр-кт Гамидова, 27",0.0,6255.0,0.0,0.0,3263.0,3263.0,
416,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЭКОНОМЖИЛСТРОЙ """,2465084712,"660077, Красноярский край, Красноярск г, Молокова ул, дом № 1, корпус 1, квартира 178",15.0,5339.0,-1543.0,529.0,3098.0,2099.0,
417,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЭКСПЕРТЭНЕРГОМОНТАЖ""",1320000523,"431210, Мордовия Респ, р-н Теньгушевский, с Теньгушево, ул Зеленая, 13",1321.0,1718.0,-330.0,0.0,362.0,1353.0,
418,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЭНЕРГОМОНТАЖ""",5410112902,"630061, Новосибирская обл, г.о. город Новосибирск, г Новосибирск, ул Тюленина, д. 26, ",198438.0,-54126.0,-63273.0,0.0,54279.0,189444.0,
419,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЮГКОМСТРОЙ""",2309135053,"350001, Краснодарский край, г Краснодар, ул Новороссийская, 30",-587.0,-354.0,0.0,0.0,0.0,-587.0,
420,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЮЖСТАЛЬИНВЕСТ """,561053738,"367905, Республика Дагестан, г.о. Город Махачкала, вн.р-н Кировский Район, г Махачкала, кв-л Узк, пр-кт Казбекова, здание 340",4956.0,22309.0,1259.0,0.0,0.0,6215.0,
421,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЯРЫ- ДАГ """,561011657,"367018, Дагестан Респ, Махачкала г, Лаптиева ул, дом 63, 39",19.0,26.0,-5.0,0.0,0.0,14.0,
422,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ВОЛГОЭНЕРГОМОНТАЖ"" КАМСКОЕ МОНТАЖНОЕ УПРАВЛЕНИЕ""",1647016553,"420061, Татарстан Респ, г.о. город Казань, г Казань, ул Николая Ершова, д. 1А, этаж/помещ. 8/877",373.0,777.0,-93.0,249.0,105.0,634.0,
423,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"НЕФТЬПРОМИНВЕСТ""",5906102890,"Пермь, Монастырская , дом № 144",60590.0,113746.0,-22289.0,68677.0,0.0,106978.0,
424,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ТЕПЛОИМПОРТ-СЕРВИС""",3445095549,"400001, Волгоградская обл, г Волгоград, ул Симбирская, 5",13536.0,7901.0,1132.0,0.0,510.0,15178.0,
425,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""+СПЕЦ+""",1659188878,"420087, Республика Татарстан (Татарстан), г Казань, ул Родины, зд. 7Е, офис 24",20445.0,8762.0,3407.0,384.0,742.0,24978.0,
426,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""100РА ЛТД""",5038096300,"119019, Город Москва, вн.тер.г. муниципальный округ Хамовники, ул Волхонка, д. 5/6, стр. 9, помещ. 7/1",972.0,1981.0,1093.0,0.0,17793.0,19858.0,
427,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""1СТЭП""",5505059044,"644117, Омская обл, г. Омск, ул. 3-Я Молодежная, дом 14/1, офис 1",2.0,439.0,-8.0,0.0,2110.0,2104.0,
428,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""201 УНР""",7719093310,"117630, Москва г, ш Старокалужское, 65, Помещ. I Ком. 2в",1301.0,6125.0,-1640.0,0.0,1652.0,1313.0,
429,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""2М""",7328078096,"432072, Ульяновская обл, г Ульяновск, проезд Аполлона Сысцова, 7, 327",-904.0,5971.0,75.0,0.0,531.0,-298.0,
430,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""33 КОТТЕДЖА""",5506197142,"Омская обл., г.о. город Омск, г. Омск, ул. Масленникова, Д. 72, ПОМЕЩ. 15П, 644010",8368.0,6840.0,0.0,0.0,0.0,8368.0,
431,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""441 УНР""",9721074446,"109202, Город Москва, вн.тер. г. Муниципальный Округ Нижегородский, ул Басовская, дом 16, строение 1",25140.0,-6282.0,6528.0,0.0,40.0,31708.0,
432,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А КОНСТРАКШН""",7814608030,"197183, Город Санкт-Петербург, вн.тер.г. муниципальный округ Озеро Долгое, ул Полевая Сабировская, Дом 1/11, Литера А, помещ. 3-Н, офис 4Б",-30414.0,-9922.0,0.0,0.0,0.0,-30414.0,
433,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А СТРОЙ""",5050154260,"121099, Москва г, пер 2-й Смоленский, 1/4, Помещ. 1/5/5",-6167.0,26030.0,0.0,0.0,0.0,-6167.0,
434,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СКОРПИО""",6446009717,"412034, Саратовская обл, Ртищево г, Образцова ул, здание № 1в",1132.0,1057.0,674.0,0.0,2972.0,4778.0,
435,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""",276130367,"450098, Башкортостан Респ, Уфа, Российская, д. № 163, корп. 1",115.0,344.0,-29.0,0.0,0.0,86.0,
436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""",2901249300,"163000, Архангельская обл, Архангельск г, Троицкий пр-кт, дом 119, помещение 4",484.0,-23844.0,0.0,0.0,0.0,484.0,
437,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""",6684029535,"Свердловская обл., г.о. город Екатеринбург, г. Екатеринбург, ул. Завокзальная, стр. 31, ПОМЕЩ. 1, 620141",0.0,2900.0,-273.0,0.0,3502.0,3229.0,
438,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""",5027211390,"140090, Московская обл, г Дзержинский, ул Бондарева, д 5, VIII/1",22317.0,17913.0,-4248.0,0.0,0.0,18069.0,
439,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""",7703808771,"125367, Москва г., Габричевского ул., дом 5, корпус 1, этаж 3, помещение VI, комната 2",0.0,-383.0,0.0,0.0,0.0,0.0,
440,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙ""",4401191600,"156013, Кострома, Мира проспект, дом № 51, корпус НП 1, эт 1, офис 3",47481.0,738.0,2854.0,0.0,201.0,50536.0,
441,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-СТРОЙПРОЕКТГРУПП""",7743211893,"603000, Нижегородская обл, г Нижний Новгород, ул Алексеевская, д. 26, помещ. /ОФИС П26/210",438.0,3143.0,93.0,72.0,0.0,603.0,
442,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А-ТОПП""",5406998100,"630005, Новосибирская обл, Новосибирск г, Кольцова ул, дом № 130",-989.0,29833.0,1925.0,0.0,0.0,936.0,
443,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Л.-ГРУПП""",7733886992,"121471, Москва г, ш Можайское, 29, VI Эт 1 Ком 39 оф 9",12621.0,13798.0,-3216.0,1464.0,26593.0,37462.0,
444,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.Р.С.""",7707065421,"115280, Москва г, Ленинская Слобода ул, д. № 9, этаж 1 пом. 2 ком. 30-2 оф. 2",215.0,264.0,-54.0,0.0,0.0,161.0,
445,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А.С.СТРОЙ""",4706026696,"187330, Ленинградская обл, м.р-н Кировский, г.п. Отрадненское, г Отрадное, ш Ленинградское, д. 6б, помещ. 203,204, офис 1",19.0,-7717.0,-59.0,0.0,1957.0,1917.0,
446,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А"" СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК""",3444259931,"400005, Волгоградская обл, Волгоград г, Советская ул, дом № 28, цоколь 1",176478.0,21566.0,-47812.0,0.0,1408.0,130074.0,
447,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А1""",7708262060,"119619, г. Москва, 6-я ул. Новые Сады, дом № 2, корпус 1 этаж цоколь пом VII комн1 офис18",64025.0,31115.0,-24692.0,2051.0,0.0,41384.0,
448,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""А3+""",6027187639,"180016, Псковская область, г.о. Город Псков, г Псков, ул Народная, дом 15А, офис 9",306.0,5848.0,196.0,818.0,0.0,1320.0,
449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ААРТЫК СТРОЙ""",1400005728,"Респ. Саха, г.о. город Якутск, г. Якутск, мкр. 203, д. 34, 677000",18781.0,16989.0,3041.0,3403.0,0.0,25225.0,
450,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБ ИНЖИНИРИНГ""",7802877367,"194100, Санкт-Петербург г, Лесной пр-кт, дом № 64, литера А",146.0,15283.0,-1087.0,0.0,0.0,-941.0,
451,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБЗ ""НЕВСКИЙ""",7811600890,"192012, Санкт-Петербург г, вн.тер.г. муниципальный округ Ивановский, пр-кт Обуховской Обороны, д. 116, кор. 1, кв. оф.Т434А, ",58.0,157.0,-19.0,0.0,673.0,712.0,
452,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБЛ-ИНЖЕНЕРИНГ ГРУПП""",7723558350,"105120, Москва г, ул Сергия Радонежского, д. 13, стр. 1",68156.0,86370.0,-18085.0,0.0,9564.0,59635.0,
453,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБН КОНС""",9701000566,"127473, Москва г, Волконский 1-й пер, дом 13, строение 2, офис 11, эт.2",-3579.0,-1001.0,0.0,0.0,676.0,-2903.0,
454,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБРИС""",5017058706,"143500, Московская обл, пер Чеховский, 5, Ком. 28/Этаж1",754.0,526.0,-1661.0,1881.0,0.0,974.0,
455,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБС-ЧАШНИКОВО""",7729161986,"119192, Москва г, ул Мосфильмовская, д 74Б, помещ 264",17686.0,2110.0,-3658.0,6849.0,0.0,20877.0,
456,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ ИНВЕСТ""",7743142960,"129085, Москва г, ул Годовикова, 9, 16",2778.0,5064.0,-694.0,4692.0,0.0,6776.0,
457,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ""",7602102154,"150057, Ярославская обл, г.Ярославль, ул.Слепнева, д.15, 1",145.0,215.0,618.0,201.0,4918.0,5882.0,
458,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ""",2465322847,"660077, Красноярский край, Красноярск г, Петра Ломако ул, дом 8, помещение 302",5098.0,6922.0,-1275.0,0.0,0.0,3823.0,
459,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ""",8601057493,"628007, Ханты-Мансийский Автономный округ - Югра АО, г Ханты-Мансийск, ул Шевченко, д 51, кв 20",8467.0,247.0,-130.0,2058.0,14966.0,25361.0,
460,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТГРУПП""",7804598295,"196006, Город Санкт-Петербург, вн.тер. г. Муниципальный Округ Московская Застава, ул Новорощинская, дом 4, литера А, часть помещения 1Н, №187,188, офис №414-1",13083.0,8055.0,-29765.0,0.0,104.0,-16578.0,
461,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСТРОЙ""",7105521860,"301130, Тульская обл., Ленинский рп., ул. Набережная, д. 7, кв. 32",8724.0,2331.0,174.0,0.0,6788.0,15686.0,
462,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБУКЪ""",544018490,"Респ. Дагестан, Хасавюртовский р-н, с. Петраковское, 368002",768.0,857.0,0.0,0.0,0.0,768.0,
463,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВ-КОМПЛЕКС""",5032261607,,,,,,,,Не найден
464,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВА-СТРОЙ""",6950045650,"170028, Тверская обл, Тверь г, Коминтерна, д. 46",110.0,-1329.0,-54.0,0.0,0.0,56.0,
465,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАЛА""",9717113100,"129626, Москва г, ул Новоалексеевская, 16, 4, 39",30340.0,16807.0,-8408.0,0.0,0.0,21932.0,
466,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД СТРОЙ ТРЕСТ""",7811150634,"192012, Санкт-Петербург г, Обуховской Обороны пр-кт, дом 120, литера К, помещение 3-Н, ком. 213",2357.0,4656.0,-569.0,0.0,0.0,1788.0,
467,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД-2""",5012078392,"143964, Московская обл, Реутов г, Ленина ул, дом 15, помещение 027, офис 2",0.0,0.0,0.0,0.0,0.0,0.0,
468,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",9705133912,"109044, Москва г, вн.тер.г. муниципальный округ Таганский, ул Большие Каменщики, д. 1, этаж 3, помещ. I",5895.0,1245.0,1253.0,2773.0,0.0,9921.0,
469,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",1701042970,"667010, Тыва Респ, г Кызыл, ул Сукпакская, 1",906.0,42537.0,0.0,0.0,0.0,906.0,
470,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",9703026866,,,,,,,,Не найден
471,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",7801631836,"199106, Санкт-Петербург г, Шкиперский проток, дом № 16А, строение литер А, оф.1",71982.0,58320.0,18016.0,0.0,4374.0,94372.0,
472,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",2724158596,"г. Хабаровск, ул. Пермская, д. 11, 680014",-208.0,-103620.0,0.0,0.0,0.0,-208.0,
473,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",2206002750,"658480, Алтайский край, р-н Змеиногорский, г Змеиногорск, ул Ленина, 41а",3071.0,3270.0,2779.0,0.0,1808.0,7658.0,
474,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",7810423293,"199106, Санкт-Петербург г, Средний В.О. пр-кт, дом 88, литер А, ПОМЕЩЕНИЕ 45Н ОФИС 800/6",192.0,2645.0,1724.0,1454.0,0.0,3370.0,
475,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",7804403002,"197375, Санкт-Петербург г, ул 2-я Алексеевская, д. 7, литера А, помещ. 9Н",110.0,9439.0,-27.0,0.0,0.0,83.0,
476,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""",3849020250,"г. Иркутск, ул. Карла Либкнехта, стр. 121, оф. 305, 664047",4497.0,2490.0,-1124.0,0.0,0.0,3373.0,
477,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРДСТРОЙ - М""",5029081675,"119049, Москва г, ул Донская, 6, 1, 2/П",-131336.0,-202855.0,-93165.0,0.0,21572.0,-202929.0,
478,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРДСТРОЙ""",7726455593,"115191, Москва г, пер Духовской, 19",452.0,30.0,127.0,0.0,0.0,579.0,
479,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРДСТРОЙ""",6909007540,"171640, Тверская область, м.о. Кашинский, г Кашин, ул Строителей, д. 2",425.0,30096.0,-720.0,0.0,0.0,-295.0,
480,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРДСТРОЙПРОЕКТ""",3255056301,"241020, Брянская обл, г Брянск, пер Менжинского, 66",9050.0,296.0,-2646.0,0.0,0.0,6404.0,
481,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНТАЖ""",7720864977,"г. Москва, ул. Электродная, Д. 2, Стр. 34, ЭТАЖ 2, КОМ./ОФИС 3/АЗП, 111524",8.0,0.0,-2.0,0.0,0.0,6.0,
482,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНТСТРОЙ""",4205306734,"650070, Кемеровская область - Кузбасс, Кемерово г, Плодопитомник ул, дом 70А",589.0,562.0,204.0,0.0,0.0,793.0,
